,Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
4496,29/09/2004,18:59,Air Flamence,,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,N902GD,905,1,0,1,1,0,1,0,"The cargo plane hit a heavy rain shower before losing control and crashing into Toruuguero lagoon. The pilot's improper inflight planning which resulted in an inflight encounter with weather (low ceilings and thunderstorms), his loss of aircraft control, and an inflight collision with the ocean during uncontrolled descent.","Tortuguero lagoon, Puerto Rico",18.4603344,-66.4254747,POINT (18.4603344 -66.4254747)
4497,5/10/2004,12:37,Sarit Airlines,,El Obeid - Juba,Antonov AN-12,ST-SAF,347606,4,0,4,4,0,4,0,The cargo plane reported an engine failure and tried to divert to the nearest airport but crashed and burned in a wooded area about 50 km from Kaduqli.,"Kaduqli, Sudan",11.0085934,29.7155751,POINT (11.0085934 29.7155751)
4498,14/10/2004,22:15,Pinnacle Airlines/Northwest Airlink,3701,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,2,0,2,2,0,2,0,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamic stall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air traffic controllers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating.","Jefferson City, Missouri",38.577359,-92.1724265,POINT (38.577359 -92.1724265)
4499,14/10/2004,3:56,MK Airlines,1602,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,9G-MKJ,22170,7,0,7,7,0,7,0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.","Halifax, Nova Scotia, Canada",44.648618,-63.5859487,POINT (44.648618 -63.58594870000001)
4500,15/10/2004,7:46,Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,0,3,3,0,3,0,"During descent in poor weather, the cargo plane struck a mountain near the airport.","Medellin, Colombia",6.2443382,-75.573553,POINT (6.244338200000001 -75.573553)
4501,16/10/2004,15:00,Pacific Air,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,0,2,2,0,2,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.","Coron Island, Philippines",11.8973908,120.2384947,POINT (11.8973908 120.238494672717)
4502,19/10/2004,7:45,Corporate Airlines (American Connection),5966,"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,N875JX,875,15,13,2,13,11,2,0,"The turboprop crashed 4 miles south of Kirksville while on approach to Kirksville Municipal Airport. The plane clipped tree tops before crashing on its belly into a wooded area. Data show the plane descending then climbing slightly in the last four seconds before impact. The plane lacked a modern terrain warning system which would have been required equipment the next year. The pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in instrument meteorological conditions, including their descent below the minimum descent altitude before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying pilots. Contributing to the accident were the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing the airport approach lights. The pilots' failure to establish and maintain a professional demeanor during the flight and their fatigue likely contributed to their degraded performance.","Kirksville, Missouri",40.1948848,-92.5833939,POINT (40.1948848 -92.5833939)
4503,24/10/2004,16:30,Private - Hendrick Motorsports Inc.,,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,N501RH,BB-805,10,8,2,10,8,2,0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach.","Martinsville, Virginia",36.6915262,-79.8725386,POINT (36.69152620000001 -79.8725386)
4504,24/10/2004,0:30,Med Flight Air Ambulance - Private,,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5,4,1,5,4,1,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air traffic controller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air traffic controller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.","San Diego, California",32.7174209,-117.1627714,POINT (32.7174209 -117.1627714)
4505,18/11/2004,13:02,Venezolana,213,El Vigia - Caracas,BAe 3101 Jetstream 31,YV-1083C,762,21,19,2,3,3,0,0,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain.","Caracas, Venezuela",10.506098,-66.9146017,POINT (10.506098 -66.91460170000001)
4506,21/11/2004,8:20,China Eastern Airlines,,Baotou - Shanghai,Bombardier CRJ200,B-3072,7697,53,47,6,53,47,6,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.","Baotou, Inner Mongolia, China",40.6549157,109.8344586,POINT (40.6549157 109.8344586)
4507,22/11/2004,6:15,Business Jet Services,,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3,0,3,3,0,3,0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria.","Houston, Texas",29.7589382,-95.3676974,POINT (29.7589382 -95.36769740000001)
4508,27/11/2004,8:20,Presidental Airways Inc. - Air Taxi,,"Bagram - Farah, Afghanstan",CASA 212-CC,N960BW,231,6,3,3,6,3,3,0,"Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside.","Bagram, Afghanstan",34.9333734,69.2341077,POINT (34.9333734 69.23410770000001)
4509,28/11/2004,9:55,Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6,3,3,3,1,2,0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.","Montrose, Colorado",38.4375391,-108.2403855,POINT (38.4375391 -108.2403855)
4510,30/11/2004,18:14,Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,163,156,7,25,23,2,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.","Solo, Indonesia",-7.5692462,110.828448,POINT (-7.5692462 110.828448)
4511,10/12/2004,,Guardia Nacional de Venezuela,,Puerto Ayacucho - La Carlota,PZL-Mielec M28,GN-97121,AJE001-15,16,13,3,16,13,3,0,Crashed while en route in mountainous terrain.,"El Junquito, Venezuela",10.4614338,-67.0806217,POINT (10.4614338 -67.08062170000001)
4512,11/12/2004,5:30,NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,0,2,2,0,2,1,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.","Uberaba, Brazil",-19.750833,-47.936666,POINT (-19.750833 -47.936666)
4513,11/12/2004,,Airline Transport,,Baku - Kabul,Ilyushin II-76TD,ER-IBW,33448390,7,0,7,1,0,1,0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,"Jeddah, Saudi Arabia",21.5810088,39.1653612,POINT (21.58100880000001 39.1653612)
4514,13/01/2005,16:10,Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,7,2,9,7,2,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident. Crew error. Ground proximity warning disabled. Artificial horizon not working.,"Tura,Siberia, Russia",64.2741955,100.2169635,POINT (64.27419549999999 100.2169635)
4515,13/01/2005,,Military - Colombian government,,,Black Hawk helicopter,,,20,18,2,20,18,2,0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.,"Manguipayan, Colombia",4.6,-74.51667,POINT (4.6 -74.51666999999998)
4516,13/01/2005,22:18,AirNow,,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,0,1,1,0,1,0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.","Keene, New Hampshire",42.933597,-72.2784264,POINT (42.933597 -72.27842640000001)
4517,26/01/2005,1:20,Military - U.S. Marines,,Ferrying troops,CH53E Sea Stallion,164536,,31,29,2,31,29,2,0,The helicopter crashed in rain and a sandstorm.,"Rutbah, Iraq",33.037183,40.285862,POINT (33.037183 40.285862)
4518,27/01/2005,8:10,Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,0,2,2,0,2,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,"Lasi, Hungary",41.980955,-72.760193,POINT (41.980955 -72.760193)
4519,30/01/2005,16:30,Military - Royal Air Force,,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10,8,2,10,8,2,0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed.","Al Taji, Iraq",33.5298923,44.2774643,POINT (33.5298923 44.2774643)
4520,3/02/2005,17:00,Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104,96,8,104,96,8,0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.","Kabul, Afghanistan",34.5260131,69.1776476,POINT (34.5260131 69.17764759999999)
4521,3/02/2005,8:07,Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,0,7,7,0,7,0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.","Khartoum, Sudan",15.593325,32.53565,POINT (15.593325 32.53565)
4522,16/02/2005,9:13,Circuit City Stores - Charter,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,6,2,8,6,2,0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamic stall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.","Pueblo, Colorado",38.2544472,-104.609141,POINT (38.2544472 -104.609141)
4523,22/02/2005,7:15,Indonesian National Police,,Jayapura - Sarmi,CASA 212 Aviocar,P-2032 P-2032,,18,14,4,15,11,4,0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.","Sarmi, Indonesia Sarmi, Indonesia",-1.876459,138.751745,POINT (-1.876459 138.751745)
4524,22/02/2005,13:22,Missionary Aviation Fellowship,,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,10,3,2,0,2,0,While on approach to Runway 29 the aircraft crashed on a mountain.,"Bimin, Papua, New Guinea",-5.36667,142.11667,POINT (-5.36667 142.11667)
4525,8/03/2005,9:23,Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,0,2,2,0,2,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.,"Charallave, Venezuela",10.2456598,-66.8586608,POINT (10.2456598 -66.8586608)
4526,15/03/2005,0:15,Loganair,,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,1,1,2,1,1,0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.","Campbeltown, United Kingdom",55.4241858,-5.6051005,POINT (55.4241858 -5.6051005)
4527,16/03/2005,13:57,Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,45,7,28,26,2,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.","Varandey, Russia",68.8489378,58.20254192,POINT (68.8489378 58.2025419175187)
4528,23/03/2005,23:07,Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,43454623,8,0,8,8,0,8,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.","Mwanza, Tanzania",-2.5196915,32.9014417,POINT (-2.5196915 32.9014417)
4529,26/03/2005,10:15,West Caribbean Airways,,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,12,2,8,6,2,0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.,"El Embrujo, Providencia Island, Colombia",13.35480065,-81.35740692,POINT (13.35480065 -81.35740691731641)
4530,31/03/2005,20:00,Military - U.S. Air Force,,Training,Lockheed Hercules MC-130H,87-0127,5118,9,0,9,9,0,9,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,"Rovie, Albania",42.65756,-73.789994,POINT (42.65756 -73.78999399999999)
4531,12/04/2005,12:10,GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,15,3,18,15,3,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,"Enarotali, Indonesia",-3.9284498,136.3766675,POINT (-3.9284498 136.3766675)
4532,20/04/2005,22:15,Saha Airline Services,,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169,157,12,3,3,0,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,"Tehran, Iran",35.7006177,51.4013785,POINT (35.7006177 51.4013785)
4533,21/04/2005,,Military - Bulgarian,,,Mil Mi-8,,,11,,,11,,,0,Shot down.,"Baghdad, Iraq",33.3024309,44.3787992,POINT (33.3024309 44.3787992)
4534,28/04/2005,11:28,Military - Fuerza Del Peru,,Training,Let 410UVP,EP-830,790304,13,11,2,13,11,2,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.","Pisco, Peru",-13.7099813,-76.2029793,POINT (-13.7099813 -76.2029793)
4535,2/05/2005,22:14,Airwork NZ,23,Auckland - Blenheim,Swearingen SA.227AC Metro III,ZK-POA,AC-551B,2,0,2,2,0,2,0,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner.","Stratford, New Zealand",-39.1509402,174.7559028,POINT (-39.1509402 174.755902849939)
4536,5/05/2005,13:30,Kisangani Airlift,,Bangboka - Isiro,Antonov AN-26,EK-26060,17311107,11,7,4,10,6,4,0,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.,"Kisangani, Democratic Republic Congo",0.51528,25.19099,POINT (0.5152800000000001 25.19099)
4537,7/05/2005,11:45,Aero-Tropics,,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,13,2,15,13,2,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.","Lockhart River, Queensland, Australia",-12.7852737,143.3425173,POINT (-12.7852737 143.3425173)
4538,16/05/2005,12:20,Transportes Aereos Don Carlos - Charter,,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,CC-CFS,LD-220,10,9,1,10,9,1,0,The charter flight crashed a few minutes after takeoff under unkown circumstances.,"El Portezulo, Argentina",-31.833333,-65.2,POINT (-31.833333 -65.2)
4539,18/05/2005,13:27,Military - Zambia Air Force,,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,AF-216,89,13,8,5,13,8,5,0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,"Mongu, Zambia",-15.2668751,23.1365365,POINT (-15.2668751 23.1365365)
4540,25/05/2005,,Charter - Maniema Union (owner Victoria Air),,Goma - Kindu - Kongolo,Antonov AN-12BP,9Q-CVG,4342404,27,22,5,27,22,5,0,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,"Walungu, Congo",-2.6214,28.66946,POINT (-2.6214 28.66946)
4541,2/06/2005,11:15,Marsland Aviation,430,Kartoom - El Obeid - El Fasher,Antonov AN-24B,ST-WAL,6991004,42,36,6,7,6,1,0,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.,"Khartoom, Sudan",31.517727,34.433645,POINT (31.517727 34.433645)
4542,16/07/2005,10:00,Ecuatair,,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60,54,6,60,54,6,0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.","Baney, Equatorial Guinea",3.7014833,8.9094224,POINT (3.7014833 8.9094224)
4543,2/08/2005,16:04,Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,297,12,0,0,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.","Toronto, Canada",43.6534817,-79.3839347,POINT (43.6534817 -79.38393470000003)
4544,6/08/2005,15:40,Tuninter,1153,"Bari, Italy - Djerba, Tunisia",ATR-72-202,TS-LBB,258,39,35,4,16,14,2,0,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar. A contributing factor was the failure of the crew to carry out proper emergency procedures once the plane ran out of fuel. In March 2009, an Italian court sentenced the pilot, to 10 years of jail for manslaughter. Prosecutors said that after the plane's engines stopped functioning, Garbi failed to follow emergency procedures, and that he could possibly have reached runway 25 of Palermo ""Punta Raisi"" Airport, or even the standard runway 20. Witnesses say he succumbed to panic and began praying out loud, rather than attempting to maneuver the plane to the nearest airport.","Palermo, Italy",38.1112268,13.3524434,POINT (38.1112268 13.3524434)
4545,10/08/2005,12:43,Copterline,,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,OH-HCI,760508,14,12,2,14,12,2,0,"The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions. Failure of the power steering system, caused by coating flaking off from servo pistons. The loosened plasma coating flakes blocked the return valves of the servos, causing the aircraft to abruptly lose its maneuverability","Talinn, Estonia",51.9,82.55,POINT (51.9 82.55)
4546,14/08/2005,12:20,Helios Airways,522,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,5B-DBY,29099/2982,121,115,6,121,115,6,0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromou, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control had been  left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.","Grammatikos, Greece",37.7121132,21.5772209,POINT (37.71211320000001 21.5772209)
4547,16/08/2005,3:30,West Caribbean Airways,708,"Panama City - Fort de France, Martinique",McDonnell Douglas MD-82,HK-4374X,49484/1315,160,152,8,160,152,8,0,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground. It has also been suggesting that a buildup of ice inside each engine's PT2 probe was responsible for the accident.","La Cucharita, Venezuela",10.53333,-71.4,POINT (10.53333 -71.40000000000001)
4548,23/08/2005,15:06,TANS Peru,204,Lima - Pucallpa - Iquitos,Boeing B-737-244,OB-1809,22580/87,98,92,6,40,36,4,0,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport. Passengers reported heavy turbulence and flames when the plane crashed. The exact cause of the crash is still unknown, but it is believed that the plane was making an emergency landing because of a hailstorm.","Pucallpa, Peru",-8.3820737,-74.5387507,POINT (-8.382073700000001 -74.53875069999999)
4549,5/09/2005,7:30,Kavatshi Airlines,,Beni - Isiro,Antonov 26B,ER-AZT,9005,11,7,4,11,7,4,0,"While on approach to Runway 31 the plane hit trees, crashed and burned.","Isiro, Democtratic Republic Congo",2.77391,27.61603,POINT (2.77391 27.61603)
4550,5/09/2005,9:40,Mandala Airlines,91,Medan - Jakarta,Boeing 737-230,PK-RIM,22136/738,117,112,5,99,94,5,44,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway. It is speculated that the plane was overloaded.","Medan, Indonesia",3.5896654,98.6738261,POINT (3.5896654 98.6738261)
4551,9/09/2005,15:45,Air Kasai,,Boende - Kinshasa,Antonov AN-26A,9Q-CFD,37312901,14,11,3,14,11,3,0,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.","Brazzaville, Congo",-0.7264327,15.6419155,POINT (-0.7264326999999999 15.6419155)
4552,4/10/2005,,Wimbi Dira Airways,,Kisangani - Bunia,Antonov 12V,9Q-CWC,2400901,100,96,4,2,2,0,0,The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage. Two passengers were killed when they exited the plane and ran into the propellers which were still turning.,"Aru, Democratic Republic Cogo",-6.538396,134.350512,POINT (-6.538396 134.350512)
4553,22/10/2005,20:40,Bellview Airlines,3210,Lagos - Abuja,Boeing B-737-2L9,5N-BFN,22734/818,117,111,6,117,111,6,0,"The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off. A combination of poor maintenance of the plane by the ground crew together with a lightning strike to the right wing of the plane caused the right engine to ignite, causing the aircraft to bank heavily to the left and eventually lose control.","Lisa, Nigeria",7.266667,3.333333,POINT (7.266667 3.333333)
4554,6/12/2005,14:15,Military - Islamic Republic of Iran Air Force,,Tehran - Bandar Abbas,Lockheed C-130B Hercules,May-12,4386,94,84,10,94,84,10,14,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,"Tehran, Iran",35.7006177,51.4013785,POINT (35.7006177 51.4013785)
